City,County,Street,HouseCount,Link,Price EUR,Price per m2,Rooms,Area m2,Floor,Total floors,Flat number,House number,Year,Building type,Heating,Installation type,Specials,Extra quarters,Extra equipment,Security,Upload date,Modify date,Memorized count,Views,Telephone,Coordinates
Šiauliai, Lieporiai,Saulės tak.,1,https://www.aruodas.lt/butai-siauliuose-lieporiuose-saules-tak-45-kvm-2-ju-kambariu-butas-saules-takas-4-2-1-2760999/,28500,633,2,45,2,5,26,4,1971,Blokinis,Centrinis,Įrengtas,Nauja kanalizacija Internetas,Balkonas Rūsys,Viryklė Vonia,Kodinė laiptinės spyna,7/30/2019,8/14/2019,17,3455,37060850561,55.903613 23.26685
Šiaulių r. sav., Kairių mstl.,Salduvės g.,1,https://www.aruodas.lt/butai-siauliu-rajone-kairiu-mstl-salduves-g-butas-4-kambariai-virtuve-tualetas-kartu-su-1-2760993/,53000,679,4,78,1,1,-,-,1965,Mūrinis,Kietu kuru,Įrengtas,-,-,-,-,7/30/2019,7/30/2019,2,478,37067885657,-
Vilnius, Naujininkai,Garvežių g.,1,https://www.aruodas.lt/butai-vilniuje-naujininkuose-garveziu-g-parduodamas-tvarkingai-irengtas-1-kambario-1-2760995/,49000,1312,1,37.35,5,5,-,-,1986,Mūrinis,Centrinis,Įrengtas,-,-,-,-,7/30/2019,7/30/2019,5,984,37068335418,-
Mažeikių m.,-,Taikos g.,1,https://www.aruodas.lt/butai-mazeikiuose-taikos-g-butas-taikos-g-aprasymas-gauk-finansavima-1-2760973/,13500,403,1,33.46,5,5,-,5,1978,Blokinis,Centrinis,Įrengtas,Internetas Tualetas ir vonia atskirai,Balkonas,Su baldais Šaldytuvas Virtuvės komplektas Viryklė Vonia,-,7/30/2019,8/4/2019,3,790,37062155363,56.303792 22.328947
Trakų r. sav., Senųjų Trakų k.,Trakų g.,1,https://www.aruodas.lt/butai-trakuose-senuju-traku-k-traku-g-parduodamas-pilnai-irengtas-butas-siuo-1-2609279/,34900,928,2,37.59,3,3,-,40,1978,Blokinis,Centrinis,Įrengtas,-,-,-,-,10/9/2018,7/30/2019,10,8895,37067881869,54.611293 24.979798
Vilnius, Žirmūnai,Minties g.,1,https://www.aruodas.lt/butai-vilniuje-zirmunuose-minties-g-patogi-vieta-darzelis-100m-mokyklos-150-1-2760957/,71000,1127,3,63,2,9,77,42,1968,Blokinis,Centrinis,Dalinė apdaila,-,-,-,-,7/30/2019,7/30/2019,22,2089,37060878762,54.703746 25.295287
Kėdainių m.,-,Mindaugo g.,1,https://www.aruodas.lt/butai-kedainiuose-mindaugo-g-parduodamas-butas-mindaugo-g-kedainiuose-1-2760945/,15000,417,1,36,4,5,-,12,1976,Blokinis,Centrinis,Kita,-,Sandėliukas Balkonas,Su baldais Viryklė,Kodinė laiptinės spyna,7/30/2019,8/12/2019,-,718,37061884556,55.282594 23.962203
Ukmergės m.,-,Maironio g.,1,https://www.aruodas.lt/butai-ukmergeje-maironio-g-parduodamas-2-kambariu-butas-maironio-g-1-2760937/,21000,506,2,41.49,4,4,-,-,1962,Mūrinis,Centrinis,Įrengtas,-,Balkonas Rūsys,Vonia,Kodinė laiptinės spyna,7/30/2019,7/30/2019,3,1295,37065033427,-
Utenos m., Vyturių,Vaižganto g.,1,https://www.aruodas.lt/butai-utenoje-vyturiuose-vaizganto-g-parduodamas-jaukus-butas-utenoje-1-2620891/,34000,751,2,45.25,5,5,-,18,"1969 statyba, 2018 renovacija",Mūrinis,Centrinis,Įrengtas,Tualetas ir vonia atskirai Internetas Kabelinė televizija,Balkonas Rūsys Vieta automobiliui,Skalbimo mašina Su baldais Šaldytuvas Viryklė Vonia,Kodinė laiptinės spyna,1/27/2019,7/30/2019,8,7793,37067437795,55.504788 25.616244
Kaunas, Dainava,Partizanų g.,1,https://www.aruodas.lt/butai-kaune-dainavoje-partizanu-g-parduodamas-dvieju-kambariu-butas-su-balkonu-1-2760871/,40000,909,2,44,4,5,75,164,1973,Blokinis,Centrinis,Įrengtas,-,-,-,-,7/30/2019,7/30/2019,8,1026,37064353542,54.929412 23.988341
Kauno r. sav., Babtų mstl.,Kėdainių g.,1,https://www.aruodas.lt/butai-kauno-rajone-babtu-mstl-kedainiu-g-parduodamas-dvieju-kambariu-butas-kauno-raj-1-2760869/,35000,517,2,67.69,3,3,-,-,1973,Mūrinis,Centrinis,Įrengtas,-,-,-,-,7/30/2019,7/30/2019,2,1388,37068445624,-
Neringos m.,-,Pervalkos g.,1,https://www.aruodas.lt/butai-neringoje-pervalkos-g-parduodami-puikus-moderniai-irengti-1-2760863/,198900,4513,3,44.07,1,3,-,29b,2006,Mūrinis,Elektra,Įrengtas,-,-,-,-,7/30/2019,7/30/2019,-,745,37069881566,55.413412 21.095064
Kaunas, Sargėnai,Vandžiogalos pl.,1,https://www.aruodas.lt/butai-kaune-sargenuose-vandziogalos-pl-parduodamas-triju-kambariu-butas-parduodamas-1-2715647/,32000,640,3,50,2,2,-,-,1965,Mūrinis,Kietu kuru,Įrengtas,Internetas,Sandėliukas Balkonas,Dušo kabina,-,5/1/2019,8/19/2019,20,7957,37069946716,-
Ukmergės m.,-,J. Basanavičiaus g.,1,https://www.aruodas.lt/butai-ukmergeje-j-basanaviciaus-g-parduodamas-3-kambariu-butas-j-basanaviciaus-1-2760825/,36000,520,3,69.2,1,5,-,6A,1975,Mūrinis,Centrinis,Įrengtas,Uždaras kiemas Tualetas ir vonia atskirai,Sandėliukas Vieta automobiliui Balkonas,Su baldais Skalbimo mašina Šaldytuvas Viryklė Vonia,Šarvuotos durys Kodinė laiptinės spyna,7/30/2019,7/30/2019,1,1513,37069416601,55.252595 24.770546
Vilniaus r. sav., Klevinės vs.,Senasis Ukmergės kel.,1,https://www.aruodas.lt/butai-vilniaus-rajone-klevines-vs-senasis-ukmerges-kel-naujas-isskirtiniu-butu-projektas-klevineje-1-2711303/,86000,1211,3,71,3,3,-,68,2018,Mūrinis,Centrinis kolektorinis,Dalinė apdaila,Aukštos lubos Tualetas ir vonia atskirai Nauja elektros instaliacija,Sandėliukas Balkonas Vieta automobiliui Drabužinė,-,Šarvuotos durys Kodinė laiptinės spyna,4/23/2019,7/30/2019,-,960,37060065228,54.785644 25.189087
Vilniaus r. sav., Klevinės vs.,Senasis Ukmergės kel.,1,https://www.aruodas.lt/butai-vilniaus-rajone-klevines-vs-senasis-ukmerges-kel-naujas-isskirtiniu-butu-projektas-klevineje-1-2711277/,101400,1300,3,78,1,3,-,68,2018,Mūrinis,Centrinis kolektorinis,Įrengtas,Tualetas ir vonia atskirai Nauja kanalizacija Nauja elektros instaliacija Virtuvė sujungta su kambariu,Sandėliukas Balkonas Vieta automobiliui Drabužinė,Vonia,Šarvuotos durys Kodinė laiptinės spyna,4/23/2019,7/30/2019,3,1527,37060065228,54.785644 25.189087
Vilniaus r. sav., Klevinės vs.,Senasis Ukmergės kel.,1,https://www.aruodas.lt/butai-vilniaus-rajone-klevines-vs-senasis-ukmerges-kel-naujas-isskirtiniu-butu-projektas-klevineje-1-2711389/,86000,1103,3,78,2,3,-,68,2018,Mūrinis,Centrinis kolektorinis,Dalinė apdaila,Tualetas ir vonia atskirai Nauja kanalizacija Nauja elektros instaliacija,Sandėliukas Balkonas Vieta automobiliui Drabužinė,-,Šarvuotos durys Kodinė laiptinės spyna,4/23/2019,7/30/2019,2,1753,37060065228,54.785644 25.189087
Palanga,-,Vanagupės g.,1,https://www.aruodas.lt/butai-palangoje-vanagupes-g-1-2760791/,90000,2432,2,37,4,4,23,24,2008,Mūrinis,Centrinis,Įrengtas,Uždaras kiemas Kabelinė televizija Virtuvė sujungta su kambariu,Sandėliukas Balkonas Terasa Vieta automobiliui,Su baldais,Šarvuotos durys Kodinė laiptinės spyna Videokameros,7/30/2019,7/30/2019,4,887,37069939921,55.937469 21.072939
Panevėžys, Tulpės,Tulpių g.,1,https://www.aruodas.lt/butai-panevezyje-tulpese-tulpiu-g-parduodamas-butas-parduodamas-tvarkingas-1-2760747/,38000,854,2,44.5,2,5,-,6,1968,Blokinis,Centrinis,Įrengtas,Kabelinė televizija Internetas,Sandėliukas Balkonas,Su baldais Skalbimo mašina Šaldytuvas Viryklė Dušo kabina,Kodinė laiptinės spyna,7/30/2019,7/30/2019,1,1495,37063549066,55.733612 24.345329
Vilnius, Viršuliškės,Viršuliškių g.,1,https://www.aruodas.lt/butai-vilniuje-virsuliskese-virsuliskiu-g-parduodamas-jaukus-ir-sviesus-butas-1-2760707/,65000,1016,3,64,1,9,-,-,1977,Blokinis,Centrinis,Įrengtas,-,Rūsys,Šaldytuvas Viryklė Indaplovė,Šarvuotos durys,7/30/2019,7/30/2019,24,1284,37067769999,54.709415 25.218041
Klaipėda, Baltija,Šilutės pl.,1,https://www.aruodas.lt/butai-klaipedoje-baltijos-mikrorajone-silutes-pl-butas-su-istiklinta-lodzija-parduodamas-1-2760527/,55000,833,3,66,5,5,-,36,1968,Mūrinis,Centrinis,Įrengtas,Tualetas ir vonia atskirai Nauja elektros instaliacija,Sandėliukas Balkonas Terasa,Su baldais Skalbimo mašina Šaldytuvas Virtuvės komplektas Viryklė Vonia,Šarvuotos durys Kodinė laiptinės spyna,7/30/2019,7/30/2019,4,578,37069808831,55.689567 21.179286
Palanga,-,Vytauto g.,1,https://www.aruodas.lt/butai-palangoje-vytauto-g-apie-apartamentus-kokybiskas-poilsis-1-2212673/,74192,2954,1,25.12,2,3,-,80,2017,Mūrinis,Dujinis,Įrengtas,Butas per kelis aukštus Nauja kanalizacija Nauja elektros instaliacija Uždaras kiemas Kabelinė televizija,Sandėliukas Terasa Vieta automobiliui,Šildomos grindys Virtuvės komplektas Plastikiniai vamzdžiai Dušo kabina,Šarvuotos durys Signalizacija Kodinė laiptinės spyna,10/18/2018,7/30/2019,14,15234,37066515255,55.915422 21.065844
Palanga,-,Ajerų g.,1,https://www.aruodas.lt/butai-palangoje-ajeru-g-aprasymas-vidines-sienos-pertvaros-fasadas-1-2212657/,197500,2900,3,68.11,1,3,-,28,2016,Mūrinis,Dujinis,Įrengtas,Aukštos lubos Butas per kelis aukštus Nauja kanalizacija Nauja elektros instaliacija Uždaras kiemas Internetas Kabelinė televizija,Sandėliukas Balkonas Terasa Vieta automobiliui Drabužinė,Šildomos grindys Virtuvės komplektas Plastikiniai vamzdžiai Dušo kabina,Šarvuotos durys Signalizacija Kodinė laiptinės spyna,10/18/2018,7/30/2019,14,18298,37066515255,55.930825 21.066982
Palanga,-,Ajerų g.,1,https://www.aruodas.lt/butai-palangoje-ajeru-g-aprasymas-vidines-sienos-pertvaros-fasadas-1-2212645/,120700,2944,2,41,1,3,-,36,2016,Mūrinis,Dujinis,Įrengtas,Nauja kanalizacija Nauja elektros instaliacija Uždaras kiemas Internetas Kabelinė televizija,Sandėliukas Terasa Vieta automobiliui,Šildomos grindys Virtuvės komplektas Plastikiniai vamzdžiai Dušo kabina,Šarvuotos durys Signalizacija Kodinė laiptinės spyna,10/18/2018,7/30/2019,27,22159,37066515255,55.930888 21.065847
Vilnius, Fabijoniškės,S. Stanevičiaus g.,1,https://www.aruodas.lt/butai-vilniuje-fabijoniskese-s-staneviciaus-g-butas-orientuotas-i-pietu-puse-vidinis-1-2745511/,63000,1243,2,50.7,5,9,-,8,1990,Blokinis,"Centrinis, elektra",Įrengtas,-,-,-,-,6/29/2019,8/6/2019,17,3241,37064671170,54.721734 25.251079
Kaunas, Žaliakalnis,K. Petrausko g.,1,https://www.aruodas.lt/butai-kaune-zaliakalnyje-k-petrausko-g-be-brokeriu-parduodamas-2-kambariu-butas-1-2448679/,87000,1338,2,65,4,5,-,13,1956,Mūrinis,"Centrinis, dujinis",Įrengtas,Aukštos lubos,Sandėliukas Balkonas Rūsys,-,Šarvuotos durys Signalizacija,5/23/2019,7/30/2019,29,6766,37065022336,54.90719 23.931085
Plungės m.,-,A. Jucio g.,1,https://www.aruodas.lt/butai-plungeje-a-jucio-g-parduodamas-2-kamb-su-maz-holu-butas-5425-1-2760381/,55000,1014,2,54.25,4,5,-,30,1990,Monolitinis,Centrinis,Įrengtas,Aukštos lubos Kabelinė televizija Tualetas ir vonia atskirai Nauja kanalizacija Nauja elektros instaliacija Renovuotas namas,Sandėliukas Balkonas,-,Kodinė laiptinės spyna,7/29/2019,7/30/2019,-,210,37060233589,55.904132 21.839133
Palanga,-,Druskininkų g.,1,https://www.aruodas.lt/butai-palangoje-druskininku-g-parduodamas-butas-su-atskiru-iejimu-yra-1-2715357/,110000,688,7,160,1,4,-,-,2008,Mūrinis,Dujinis,Įrengtas,Atskiras įėjimas Butas per kelis aukštus,Balkonas Rūsys Vieta automobiliui Yra palėpė,Su baldais Dušo kabina,-,4/30/2019,8/6/2019,4,1819,37068253284,55.929019 21.076364
Vilnius, Fabijoniškės,S. Stanevičiaus g.,1,https://www.aruodas.lt/butai-vilniuje-fabijoniskese-s-staneviciaus-g-naujai-irengtas-butas-daugiau-informacijos-1-2760313/,59900,1361,2,44,8,9,-,60,1985,Blokinis,Centrinis,Įrengtas,-,-,-,-,7/29/2019,7/29/2019,48,6490,37064021025,54.724914 25.250355
Kaunas, Kalniečiai,P. Lukšio g.,1,https://www.aruodas.lt/butai-kaune-kalnieciuose-p-luksio-g-renovuotas-su-ismoketa-renovacijos-paskola-4-1-2760311/,80000,964,4,83,2,9,-,4,1978,Kita,Centrinis kolektorinis,Įrengtas,-,-,-,-,7/29/2019,7/30/2019,14,2100,37068792380,54.925616 23.962024
Panevėžys, Kniaudiškis,Kniaudiškių g.,1,https://www.aruodas.lt/butai-panevezyje-kniaudiskyje-kniaudiskiu-g-parduodamas-tvarkingas-3k-butas-kniaudiskiu-1-2760279/,47500,751,3,63.29,7,9,-,46,1990,Monolitinis,Centrinis,Įrengtas,-,-,-,-,7/29/2019,8/7/2019,3,1347,37068219459,55.726202 24.32363
Kaunas, Šilainiai,Kuršių g.,1,https://www.aruodas.lt/butai-kaune-silainiuose-kursiu-g-naujai-suremontuotas-butas-be-tarpininku-1-2760267/,79800,973,4,82,9,9,-,-,1987,Blokinis,Centrinis,Įrengtas,Tualetas ir vonia atskirai,Sandėliukas Balkonas,Virtuvės komplektas Vonia,Kodinė laiptinės spyna,7/29/2019,8/19/2019,1,1508,37067977599,-
Panevėžys,-,Ateities g.,1,https://www.aruodas.lt/butai-panevezyje-ateities-g-parduodamas-2k-butas-panevezyje-parduodamas-1-2702607/,33500,670,2,50,5,5,-,36,1982,Blokinis,Centrinis,Įrengtas,Kabelinė televizija Internetas Tualetas ir vonia atskirai Renovuotas namas,Sandėliukas Balkonas,Su baldais Šaldytuvas Virtuvės komplektas Viryklė Vonia,Šarvuotos durys Kodinė laiptinės spyna,4/3/2019,8/19/2019,3,2016,37061288706,55.733797 24.318593
Panevėžio r. sav., Berniūnų k.,Jaunimo g.,1,https://www.aruodas.lt/butai-panevezio-rajone-berniunu-k-jaunimo-g-3-kambariu-butas-berniunu-k-namas-namo-1-2760211/,17400,250,3,69.65,2,2,-,-,1979,Blokinis,"Centrinis, kietu kuru",Įrengtas,Tualetas ir vonia atskirai,Sandėliukas Balkonas Rūsys,Su baldais Šaldytuvas Virtuvės komplektas Viryklė Vonia,-,7/29/2019,7/29/2019,1,494,37068545762,55.713655 24.24431
Širvintų m.,-,Mindaugo g.,1,https://www.aruodas.lt/butai-sirvintose-mindaugo-g-4-kambariu-butas-parduodamas-4-kambariu-1-2760175/,49000,691,4,70.92,5,5,-,13,1975,Mūrinis,Centrinis,Įrengtas,Tualetas ir vonia atskirai,Sandėliukas Vieta automobiliui Balkonas,-,Šarvuotos durys,7/29/2019,8/9/2019,-,877,37062254321,55.042231 24.952167
Alytus, Putinai,A. Jonyno g.,1,https://www.aruodas.lt/butai-alytuje-putinuose-a-jonyno-g-buto-pardavimas-buto-langai-orientuoti-i-dvi-1-2712299/,28000,431,3,65,5,5,-,13,1974,Blokinis,Centrinis,Įrengtas,Tualetas ir vonia atskirai,Sandėliukas Balkonas,-,-,4/24/2019,8/17/2019,2,2286,+,-
Vilnius, Šnipiškės,Kalvarijų g.,1,https://www.aruodas.lt/butai-vilniuje-snipiskese-kalvariju-g-parduodame-pilnai-irengta-buta-su-visais-1-2760085/,79900,1024,4,78,5,5,-,-,1973,Blokinis,Centrinis,Įrengtas,-,-,-,-,7/29/2019,7/29/2019,11,1347,37067807878,-
Vilnius, Pilaitė,Gilužio g.,1,https://www.aruodas.lt/butai-vilniuje-pilaiteje-giluzio-g-parduodamas-erdvus-2-kambariu-butas-vilniuje-1-2715105/,93500,1264,2,74,2,6,-,6,2004,Mūrinis,"Centrinis kolektorinis, elektra",Įrengtas,Kabelinė televizija Internetas Virtuvė sujungta su kambariu,Sandėliukas Balkonas Drabužinė,Šildomos grindys Skalbimo mašina Šaldytuvas Virtuvės komplektas Viryklė Indaplovė Vonia,Šarvuotos durys Kodinė laiptinės spyna,4/30/2019,7/31/2019,13,3293,37069994685,54.703415 25.177472
Palanga,-,Vanagupės g.,1,https://www.aruodas.lt/butai-palangoje-vanagupes-g-parduodu-1k-vanagupes-g-26-palanga-be-1-2760059/,49900,1721,1,29,3,4,-,26,2007,Mūrinis,Centrinis,Įrengtas,Uždaras kiemas,Sandėliukas Vieta automobiliui Balkonas,Su baldais Šaldytuvas Viryklė Dušo kabina,Šarvuotos durys Kodinė laiptinės spyna,7/29/2019,8/1/2019,6,1500,37062682494,55.937667 21.0741
Šilalės m.,-,Žemaitės g.,1,https://www.aruodas.lt/butai-silaleje-zemaites-g-2-ieju-kambariu-butas-zemaites-g-1-2760037/,33000,688,2,48,5,5,-,4,1984,Blokinis,Centrinis,Įrengtas,-,-,-,-,7/29/2019,7/29/2019,-,327,37065216530,55.487702 22.178419
Kaišiadorių r. sav., Rumšiškių mstl.,Rumšos g.,1,https://www.aruodas.lt/butai-kaisiadoryse-rumsiskiu-mstl-rumsos-g-butai-parduodami-tiesiogiai-is-statytojo-1-2725489/,76000,829,4,91.65,1,2,-,13A,2018,Mūrinis,Dujinis,Dalinė apdaila,Atskiras įėjimas Butas per kelis aukštus Virtuvė sujungta su kambariu,Terasa Vieta automobiliui Drabužinė,Šildomos grindys Židinys,Šarvuotos durys Signalizacija,5/20/2019,7/29/2019,2,848,37064022345,54.869643 24.22331
Ignalinos r. sav., Linkmenų k.,Liepų g.,1,https://www.aruodas.lt/butai-ignalinoje-linkmenu-k-liepu-g-parduodamas-unikalus-4-kambariu-butas-ant-1-2528001/,11900,98,4,121.23,2,2,-,3,1984,Mūrinis,Elektra,Įrengtas,-,-,-,-,4/28/2019,7/31/2019,9,4635,37068640050,55.317836 25.950075
Marijampolės m., Kvietiškis,P. Armino g.,1,https://www.aruodas.lt/butai-marijampoleje-kvietiskyje-p-armino-g-parduodamas-tvarkingas-4-kambariu-butas-1-2725925/,45000,577,4,78.02,2,4,3,90B,1978,Mūrinis,Centrinis,Įrengtas,-,-,-,-,5/20/2019,7/28/2019,5,2858,37068250548,54.534036 23.348125
Rokiškio r. sav., Juodupės mstl.,Liepų g.,1,https://www.aruodas.lt/butai-rokiskyje-juodupes-mstl-liepu-g-1-2742591/,6500,131,2,49.56,4,5,-,13,1990,Mūrinis,Centrinis,Įrengtas,Tualetas ir vonia atskirai Kabelinė televizija,Sandėliukas Balkonas Rūsys,Skalbimo mašina Su baldais Šaldytuvas Virtuvės komplektas Viryklė Vonia,Šarvuotos durys,7/28/2019,7/28/2019,1,596,37066299944,56.091432 25.607935
Neringos m.,-,G. D. Kuverto g.,1,https://www.aruodas.lt/butai-neringoje-g-d-kuverto-g-parduodama-poilsio-paskirties-patalpa-pilnai-1-2759587/,138000,3967,1,34.79,1,2,-,15E,2004,Mūrinis,Elektra,Įrengtas,-,Balkonas Vieta automobiliui,Su baldais Virtuvės komplektas Viryklė Dušo kabina,Signalizacija,7/28/2019,7/28/2019,4,952,37061375595,55.309084 20.99689
Visagino m.,-,Sedulinos al.,1,https://www.aruodas.lt/butai-visagine-sedulinos-al--2-7-1-2759579/,38000,644,2,59,7,9,-,35,1992,Blokinis,Centrinis,Įrengtas,-,-,-,-,7/28/2019,8/18/2019,1,1814,37061516442,55.593445 26.44346
Radviliškio r. sav., Šeduvos m.,Kėdainių g.,1,https://www.aruodas.lt/butai-radviliskyje-seduvos-m-kedainiu-g-parduodamas-vieno-kamabrio-butas-seduvoje-1-2759575/,8500,250,1,33.95,1,5,-,108,1985,Mūrinis,Centrinis,Įrengtas,-,-,-,-,7/28/2019,7/28/2019,1,615,37067046924,55.744111 23.763304
Jurbarko m.,-,Vasario 16-osios g.,1,https://www.aruodas.lt/butai-jurbarke-vasario-16-osios-g-butas-tvarkingas-parduodamas-su-visais-1-2759551/,18000,346,2,52,6,9,-,1,1980,Blokinis,Centrinis,Įrengtas,-,-,-,-,7/28/2019,7/28/2019,1,576,37068395618,55.07875 22.771972
Klaipėda, Giruliai,Dianos g.,1,https://www.aruodas.lt/butai-klaipedoje-giruliuose-dianos-g-puiki-investicija-grynas-oras-gamtos-1-2759545/,125000,1563,3,80,2,2,-,-,2000,Mūrinis,"Centrinis, kietu kuru",Įrengtas,-,-,-,-,7/28/2019,7/30/2019,1,587,37065632669,-
Kaunas, Žaliakalnis,Žemaičių g.,1,https://www.aruodas.lt/butai-kaune-zaliakalnyje-zemaiciu-g-parduodamas-mansardinis-trieju-kambariu-butas-1-2410305/,52000,1351,2,38.5,2,2,-,-,1940,Mūrinis,"Centrinis, dujinis",Įrengtas,Butas palėpėje Uždaras kiemas,Sandėliukas Vieta automobiliui Yra palėpė,Vonia,Kodinė laiptinės spyna,10/30/2018,7/21/2019,31,11222,37068746802,-
Kaunas, Vilijampolė,A. Stulginskio g.,1,https://www.aruodas.lt/butai-kaune-vilijampoleje-a-stulginskio-g-parduodamas-2-atskiru-kambariu-butas-su-1-2759529/,39900,793,2,50.3,4,5,-,54,1971,Mūrinis,Centrinis,Įrengtas,-,-,-,-,7/28/2019,7/28/2019,8,1602,37065432911,54.912909 23.89098
Šiauliai, Ginkūnai,Ginkūnų g.,1,https://www.aruodas.lt/butai-siauliuose-ginkunuose-ginkunu-g-parduodamas-labai-jaukus-ir-patogiai-1-2759523/,64620,750,4,86.16,2,2,-,-,1981,Mūrinis,Centrinis,Įrengtas,Internetas,Balkonas Rūsys Vieta automobiliui,Virtuvės komplektas Židinys,Šarvuotos durys Kodinė laiptinės spyna,7/28/2019,7/28/2019,3,1946,37068846833,-
Kaunas, Dainava,V. Krėvės pr.,1,https://www.aruodas.lt/butai-kaune-dainavoje-v-kreves-pr-parduodamas-1-kambario-butas-dainavos-raj-1-2759475/,37000,1231,1,30.05,3,5,-,-,1969,Blokinis,Centrinis,Įrengtas,-,-,-,-,7/27/2019,8/11/2019,14,2616,37068472821,-
Klaipėda, Vėtrungė,Birutės g.,1,https://www.aruodas.lt/butai-klaipedoje-vetrungeje-birutes-g-parduodamas-2-kambariu-butas-su-baldais-ir-1-2713889/,107000,1621,2,66,3,7,-,-,2009,Blokinis,Centrinis kolektorinis,Įrengtas,-,-,-,-,4/28/2019,7/26/2019,5,1497,37068609539,-
Kauno r. sav., Užliedžių k.,Griežlės g.,1,https://www.aruodas.lt/butai-kauno-rajone-uzliedziu-k-griezles-g-parduodamas-irengtas-butas-su-palepe-baldais-1-2759431/,57000,1276,2,44.68,3,3,-,-,2010,Mūrinis,Dujinis,Įrengtas,-,-,-,-,7/27/2019,8/6/2019,19,2150,37060234112,-
Trakų m.,-,Vytauto g.,1,https://www.aruodas.lt/butai-trakuose-vytauto-g-parduodamas-sauletas-ir-jaukus-isskirtinio-1-2759457/,65000,2167,1,30,2,3,-,-,2007,Mūrinis,Centrinis kolektorinis,Įrengtas,-,Balkonas,Su baldais Šaldytuvas Virtuvės komplektas Viryklė Vonia,Šarvuotos durys Kodinė laiptinės spyna,7/27/2019,7/27/2019,2,1087,37068560601,54.640154 24.932509
Vilnius, Naujamiestis,Aludarių g.,1,https://www.aruodas.lt/butai-vilniuje-naujamiestyje-aludariu-g-sostines-aludariu-gatveje-salia-tauro-kalno-1-2567113/,137800,2707,2,50.91,2,5,20,1,2020,Kita,Centrinis kolektorinis,Dalinė apdaila,Nauja kanalizacija Nauja elektros instaliacija Uždaras kiemas Virtuvė sujungta su kambariu,Sandėliukas Balkonas Vieta automobiliui,-,Šarvuotos durys Kodinė laiptinės spyna Videokameros,10/30/2018,7/26/2019,20,5681,37066359887,54.686868 25.26567
Vilnius, Naujamiestis,Aludarių g.,1,https://www.aruodas.lt/butai-vilniuje-naujamiestyje-aludariu-g-sostines-aludariu-gatveje-salia-tauro-kalno-1-2567081/,128400,2816,2,45.6,2,5,18,1,2020,Kita,Centrinis kolektorinis,Dalinė apdaila,Nauja kanalizacija Nauja elektros instaliacija Uždaras kiemas Virtuvė sujungta su kambariu,Sandėliukas Balkonas Vieta automobiliui,-,Šarvuotos durys Kodinė laiptinės spyna Videokameros,10/30/2018,7/26/2019,23,4855,37066359887,54.686868 25.26567
Elektrėnų sav., Vievio m.,Liepų g.,1,https://www.aruodas.lt/butai-elektrenuose-vievio-m-liepu-g-parduodamas-pilnai-irengtas-jaukus-treju-1-1694090/,61500,992,3,62,5,7,-,28B,2008,Mūrinis,Dujinis,Įrengtas,Nauja kanalizacija Nauja elektros instaliacija Uždaras kiemas Internetas Kabelinė televizija Virtuvė sujungta su kambariu,Sandėliukas Balkonas Vieta automobiliui,Skalbimo mašina Su baldais Šaldytuvas Virtuvės komplektas Viryklė Vonia,Šarvuotos durys Kodinė laiptinės spyna,7/27/2019,7/27/2019,4,2812,37067682758,54.762103 24.807321
Vilnius, Naujamiestis,Smolensko g.,1,https://www.aruodas.lt/butai-vilniuje-naujamiestyje-smolensko-g-parduodamas-dizaineriu-kokybiskai-irengtas-2k-1-2759379/,145000,2819,2,51.44,5,7,-,31,2018,Blokinis,"Centrinis, centrinis kolektorinis",Įrengtas,Atskiras įėjimas Uždaras kiemas Virtuvė sujungta su kambariu,Balkonas Vieta automobiliui,Skalbimo mašina Su baldais Šaldytuvas Virtuvės komplektas Viryklė Plastikiniai vamzdžiai Indaplovė Dušo kabina Vonia,Šarvuotos durys Kodinė laiptinės spyna,7/27/2019,7/30/2019,31,12606,37068337278,54.675006 25.259926
Kaunas, Centras,Kęstučio g.,1,https://www.aruodas.lt/butai-kaune-centre-kestucio-g-kauno-centre-parduodamas-3-ju-kambariu-butas-1-2759365/,92000,1172,3,78.53,4,4,-,-,1968,Mūrinis,Centrinis,Įrengtas,-,-,-,-,7/27/2019,7/27/2019,10,1580,37068372201,54.896061 23.909926
Molėtų m.,-,Kauno g.,1,https://www.aruodas.lt/butai-moletuose-kauno-g-nauju-butu-pardavimasnuoma-moletu-mieste-1-2729635/,28000,700,2,40,2,3,-,18,"1981 statyba, 2019 renovacija",Mūrinis,Centrinis,Dalinė apdaila,-,-,-,-,5/28/2019,7/24/2019,2,2505,37069883174,55.232641 25.419163
Palanga, Šventoji,Mokyklos g.,1,https://www.aruodas.lt/butai-palangoje-sventojoje-mokyklos-g-jaukus-sviesuspilnai-irengti-apatramentai-1-2539715/,67000,1151,2,58.2,2,8,12,62,2010,Monolitinis,Centrinis kolektorinis,Įrengtas,-,-,-,-,6/18/2018,7/27/2019,19,6600,37062020902,56.016295 21.080527
Šilutės m.,-,Taikos g.,1,https://www.aruodas.lt/butai-siluteje-taikos-g-3-kamb-butas-su-holu-ir-balkonu-1-2759337/,35000,515,3,68,3,4,-,26,1992,Mūrinis,Centrinis,Įrengtas,Aukštos lubos Uždaras kiemas Kabelinė televizija Tualetas ir vonia atskirai,Sandėliukas Balkonas,-,Kodinė laiptinės spyna,2/19/2019,8/19/2019,-,743,37063873859,55.346726 21.472945
